id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1467692669799329797,1467692669799329797,2021-12-06 11:09:35 Malay Peninsula Standard Time,2021-12-06,11:09:35,+0800,432074219,mbspinks,Michael Spinks 2.0,,"What pandemic?? I think I'm done with traveling this year. 52,318 miles *so far*. Crazy amount of traveling in normal times. All this in 7 months. Finally back home in Singapore.  https://t.co/UzLCsvmb5M",en,[],[],['https://pbs.twimg.com/media/FF5Ks1YVcAMix1F.jpg'],1,0,5,[],[],https://twitter.com/mbspinks/status/1467692669799329797,False,,1,https://pbs.twimg.com/media/FF5Ks1YVcAMix1F.jpg,,"1.290270,103.851959,30km",,,,,[],,,,
1467002786663464960,1467002106301145089,2021-12-04 13:28:14 Malay Peninsula Standard Time,2021-12-04,13:28:14,+0800,188347682,temptempholder,C programmer + math. investor needed.,,Committee of parliament must prepare well for grilling on two scheming foxes  They still have a chance to flip the story and make supporter rise again and believe them  They will rely on pandemic and passing of time to hope voters will vote for them again  They may succeed,en,[],[],[],0,0,0,[],[],https://twitter.com/temptempholder/status/1467002786663464960,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1466771774905851904,1466771774905851904,2021-12-03 22:10:17 Malay Peninsula Standard Time,2021-12-03,22:10:17,+0800,55773549,danztheden,dennisbutjustanimaginaryexistence,,how bored you gotta be to say Hi to your other self and reply back to yourself? just a demonstration of what could happen in future if ever globally lockdown for good and how the pandemic torture us mentally and watch us suffer  https://t.co/TlZNUBLGAw,en,[],[],['https://pbs.twimg.com/media/FFsFJ8wVkAEuCEc.jpg'],0,0,0,[],[],https://twitter.com/danztheden/status/1466771774905851904,False,,1,https://pbs.twimg.com/media/FFsFJ8wVkAEuCEc.jpg,,"1.290270,103.851959,30km",,,,,[],,,,
1466392758097121288,1466392758097121288,2021-12-02 21:04:12 Malay Peninsula Standard Time,2021-12-02,21:04:12,+0800,188347682,temptempholder,C programmer + math. investor needed.,,"Aiyah. Worker Party will still get more seats in the end. It's like that one. Get ready to see Singapore destructed by Worker Party as they gained more power, especially in pandemic era.  Their stans will not believe what we say until they see coffin one",en,[],[],[],0,0,0,[],[],https://twitter.com/temptempholder/status/1466392758097121288,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1465692315842859008,1465692315842859008,2021-11-30 22:40:54 Malay Peninsula Standard Time,2021-11-30,22:40:54,+0800,744423612,bluegemist,Gem,,"If @_IUofficial will sing 아이와 나의 바다 , it's gonna be the best Christmas gift ever at this time of Pandemic! 🙏💜 Looking forward to watch #MMA2021",en,"[{'screen_name': '_iuofficial', 'name': '아이유(iu) 공식 트위터', 'id': '1024486566096326656'}]",[],[],0,0,0,['mma2021'],[],https://twitter.com/bluegemist/status/1465692315842859008,False,https://twitter.com/IUteamstarcandy/status/1465304752837644294,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1465531816257929221,1465531816257929221,2021-11-30 12:03:07 Malay Peninsula Standard Time,2021-11-30,12:03:07,+0800,50844368,eruuuu26,える♡,"{'type': 'Point', 'coordinates': [1.35709062, 103.98727586]}","Goodbye SG! See you again! I’m glad I get to see my loved ones, even in this pandemic. Amin (@ Terminal 3 - @changiairport in Singapore)  https://t.co/U7Q9QnsvsT",en,"[{'screen_name': 'changiairport', 'name': 'changi airport', 'id': '65268724'}]",['https://www.swarmapp.com/c/8vhWAhuB5do'],[],1,0,0,[],[],https://twitter.com/Eruuuu26/status/1465531816257929221,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1465527481838886915,1465527481838886915,2021-11-30 11:45:54 Malay Peninsula Standard Time,2021-11-30,11:45:54,+0800,1322129587334082560,prl0_,Vinit N. (Perlo),,"Got myself a doodle, got myself a clone, and flying back home for the first time since the pandemic. Today's a good day 🌈 @doodles @RTFKTstudios #WAGMI",en,"[{'screen_name': 'doodles', 'name': 'doodles', 'id': '1405701429646430212'}, {'screen_name': 'rtfktstudios', 'name': 'rtfkt', 'id': '1520865045684494336'}]",[],[],0,0,1,['wagmi'],[],https://twitter.com/PRL0_/status/1465527481838886915,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1465433246448029696,1465433246448029696,2021-11-30 05:31:27 Malay Peninsula Standard Time,2021-11-30,05:31:27,+0800,188347682,temptempholder,C programmer + math. investor needed.,,"Again, the forums idiot are choosing their data which support their narrative and appeal to dumb people emotions   But if u look at the most general data the facts are clear why every country and their doctors say it's pandemic of unvaccinated and Tim Ferriss doctor telling",en,[],[],[],1,0,0,[],[],https://twitter.com/temptempholder/status/1465433246448029696,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1465219257663254531,1465219257663254531,2021-11-29 15:21:08 Malay Peninsula Standard Time,2021-11-29,15:21:08,+0800,1204310024740229120,domestikadadda,Jaey DaDDa,,Suicide rates among the young ones are at an alarming rate in this pandemic era. Please reach out and hold their hands.,en,[],[],[],0,0,1,[],[],https://twitter.com/domestikadadda/status/1465219257663254531,False,https://twitter.com/asiaonecom/status/1465214055497355266,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1465157414022385664,1465157414022385664,2021-11-29 11:15:23 Malay Peninsula Standard Time,2021-11-29,11:15:23,+0800,38179153,rezaprabowo,Reza Prabowo,,"Invested a lot in making a proper home. Even before the pandemic. Proper sound system, decent TV, smart lights &amp; personal assistant, climate control, indoor plants and lotsa books 👌🏾  https://t.co/dPjwOu01sG",en,[],[],['https://pbs.twimg.com/media/FFVI5tWVUA0m8sy.jpg'],1,0,10,[],[],https://twitter.com/rezaprabowo/status/1465157414022385664,False,,1,https://pbs.twimg.com/media/FFVI5tWVUA0m8sy.jpg,,"1.290270,103.851959,30km",,,,,[],,,,
1464897497114058754,1464897497114058754,2021-11-28 18:02:34 Malay Peninsula Standard Time,2021-11-28,18:02:34,+0800,1204310024740229120,domestikadadda,Jaey DaDDa,,Was here just before the pandemic. Definitely would revisit!,en,[],[],[],0,0,4,[],[],https://twitter.com/domestikadadda/status/1464897497114058754,False,https://twitter.com/AllThingTravel/status/1464893970534879232,0,,,"1.290270,103.851959,30km",,,,,[],,,,
